customer_id,gender,senior_citizen,tenure_months,monthly_fee,total_charges,payment_method,subscription_plan,churned
7156-MXBJE,Female,0,43,85.1,3662.25,Credit Card,Premium,No
6158-HDPXZ,Male,0,1,25.35,25.35,Mailed,Basic,No
9601-BRXPO,Female,0,25,104.95,2566.5,Bank Transfer,Premium,Yes
2863-IMQDR,Female,0,61,89.65,5308.7,Electronic,Premium,No
5686-CMAWK,Male,0,17,86.75,1410.25,Electronic,Premium,No
5651-CRHKQ,Female,0,41,86.2,3339.05,Bank Transfer,Premium,No
6905-NIQIN,Male,0,1,50.65,50.65,Mailed,Standard,Yes
8204-YJCLA,Male,1,72,64.8,4732.35,Bank Transfer,Standard,No
5167-ZFFMM,Male,0,1,90.85,90.85,Credit Card,Premium,Yes
6583-SZVGP,Male,0,48,108.1,5067.45,Bank Transfer,Premium,No
4895-TMWIR,Male,1,11,19.95,214.75,Mailed,Basic,Yes
0533-BNWKF,Female,1,55,85.45,4874.7,Electronic,Premium,Yes
1708-PBBOA,Female,0,42,54.75,2348.45,Electronic,Standard,No
8782-LKFPK,Male,0,44,90.4,4063.0,Mailed,Premium,No
5522-JBWMO,Male,0,1,44.0,44.0,Electronic,Basic,No
3597-MVHJT,Female,0,27,95.6,2595.25,Bank Transfer,Premium,No
9774-NRNAU,Male,1,27,84.8,2309.55,Bank Transfer,Premium,No
0224-RLWWD,Female,1,2,44.3,89.3,Electronic,Basic,No
9967-ATRFS,Female,0,19,19.9,367.55,Mailed,Basic,No
3951-NJCVI,Female,1,42,95.05,3944.5,Electronic,Premium,No
2977-CEBSX,Female,0,66,90.05,5965.95,Credit Card,Premium,No
0177-PXBAT,Male,1,33,109.9,3694.7,Bank Transfer,Premium,No
6599-CEBNN,Female,0,34,73.95,2524.45,Credit Card,Standard,Yes
2519-ERQOJ,Male,1,33,54.6,1803.7,Electronic,Standard,No
5876-QMYLD,Female,0,23,20.05,415.1,Mailed,Basic,No
2277-AXSDC,Female,0,32,19.75,624.15,Bank Transfer,Basic,No
9442-JTWDL,Female,0,11,20.05,237.7,Credit Card,Basic,No
0979-PHULV,Male,0,69,99.45,7007.6,Credit Card,Premium,Yes
3067-SVMTC,Female,0,68,55.9,3848.8,Bank Transfer,Standard,No
5495-GPSRW,Male,0,20,19.7,419.4,Mailed,Basic,No
7606-BPHHN,Male,0,72,19.8,1468.75,Credit Card,Basic,No
4742-DRORA,Male,0,60,95.4,5812.0,Bank Transfer,Premium,No
0111-KLBQG,Male,1,32,93.95,2861.45,Mailed,Premium,No
4800-VHZKI,Female,0,1,19.9,19.9,Mailed,Basic,Yes
7989-CHGTL,Male,0,1,19.6,19.6,Mailed,Basic,Yes
0334-GDDSO,Male,1,3,81.35,233.7,Electronic,Premium,Yes
4163-NCJAK,Female,0,46,24.45,1066.15,Bank Transfer,Basic,No
5233-AOZUF,Female,0,29,74.95,2149.05,Electronic,Standard,No
5973-EJGDP,Male,0,51,87.35,4473.0,Electronic,Premium,No
1996-DBMUS,Female,1,48,70.65,3545.05,Bank Transfer,Standard,No
7916-VCCPB,Female,0,16,73.25,1195.75,Bank Transfer,Standard,No
4686-GEFRM,Male,0,70,98.7,6858.9,Bank Transfer,Premium,No
5249-QYHEX,Female,0,40,24.8,1024.7,Mailed,Basic,No
0578-SKVMF,Female,0,22,83.3,1845.9,Electronic,Premium,Yes
5564-NEMQO,Female,1,1,75.3,75.3,Bank Transfer,Standard,Yes
2233-FAGXV,Female,0,5,24.3,132.25,Mailed,Basic,No
5605-IYGFG,Female,0,7,69.85,515.45,Bank Transfer,Standard,No
7663-ZTEGJ,Male,0,29,100.55,2830.45,Credit Card,Premium,No
3935-TBRZZ,Male,0,44,25.7,1110.5,Mailed,Basic,No
8111-BKVDS,Female,0,10,40.7,449.3,Bank Transfer,Basic,No
2055-SIFSS,Female,1,55,51.65,2838.55,Bank Transfer,Standard,No
2806-MLNTI,Male,1,52,105.1,5376.4,Bank Transfer,Premium,No
8734-DKSTZ,Female,0,10,85.95,858.6,Electronic,Premium,No
4360-PNRQB,Male,0,18,75.6,1395.05,Bank Transfer,Standard,No
6152-ONASV,Female,0,68,58.25,3975.7,Bank Transfer,Standard,No
9063-ZGTUY,Female,0,61,19.4,1182.55,Mailed,Basic,Yes
7781-HVGMK,Female,0,72,65.2,4784.45,Credit Card,Standard,No
2181-UAESM,Male,0,2,53.45,119.5,Electronic,Standard,No
2957-LOLHO,Male,0,12,45.4,518.9,Bank Transfer,Basic,Yes
6048-NJXHX,Male,0,41,19.75,899.45,Electronic,Basic,No
2320-SLKMB,Female,0,26,44.45,1183.8,Credit Card,Basic,No
4980-URKXC,Male,0,36,20.85,720.05,Bank Transfer,Basic,No
4376-KFVRS,Male,0,72,114.05,8468.2,Credit Card,Premium,No
5886-VLQVU,Male,0,35,89.85,3161.2,Bank Transfer,Premium,No
3577-AMVUX,Male,0,1,55.05,55.05,Mailed,Standard,No
0771-WLCLA,Female,0,16,112.95,1882.55,Electronic,Premium,No
5628-RKIFK,Female,1,49,101.55,5070.4,Credit Card,Premium,No
0206-TBWLC,Female,0,54,114.65,6049.5,Mailed,Premium,No
2937-FTHUR,Female,0,18,64.8,1166.7,Electronic,Standard,No
1910-FMXJM,Female,0,36,80.4,2937.65,Electronic,Premium,No
7752-XUSCI,Female,0,60,105.9,6396.45,Electronic,Premium,Yes
4110-PFEUZ,Female,0,1,69.55,69.55,Mailed,Standard,Yes
0732-OCQOC,Female,0,52,25.05,1270.25,Bank Transfer,Basic,No
5168-MSWXT,Male,0,8,94.75,759.55,Electronic,Premium,No
1090-ESELR,Male,0,72,105.5,7611.55,Bank Transfer,Premium,No
8592-PLTMQ,Female,0,64,24.7,1642.75,Mailed,Basic,No
5760-WRAHC,Female,1,22,69.75,1545.4,Mailed,Standard,No
8847-GEOOQ,Male,0,60,60.2,3582.4,Bank Transfer,Standard,No
0256-LTHVJ,Female,0,28,81.05,2227.1,Electronic,Premium,Yes
4785-FCIFB,Female,0,61,24.4,1417.9,Mailed,Basic,No
8313-NDOIA,Female,0,24,104.15,2494.65,Electronic,Premium,No
5149-CUZUJ,Male,0,28,92.9,2768.35,Bank Transfer,Premium,No
0942-KOWSM,Female,0,30,80.8,2369.3,Bank Transfer,Premium,No
4237-CLSMM,Male,0,2,20.0,38.0,Mailed,Basic,No
1452-VOQCH,Male,0,1,75.1,75.1,Electronic,Standard,No
4719-UMSIY,Male,0,6,19.65,100.9,Mailed,Basic,No
6614-VBEGU,Female,0,24,69.45,1614.05,Bank Transfer,Standard,No
0880-TKATG,Male,0,4,101.15,385.9,Electronic,Premium,Yes
3811-VBYBZ,Male,0,7,99.8,673.25,Electronic,Premium,Yes
1480-BKXGA,Male,1,72,116.05,8404.9,Bank Transfer,Premium,No
2996-XAUVF,Male,0,70,40.05,2799.75,Mailed,Basic,No
9076-AXYIK,Male,1,64,102.1,6538.45,Electronic,Premium,No
5968-XQIVE,Male,0,72,89.7,6588.95,Electronic,Premium,No
8896-RAZCR,Female,0,44,19.9,868.1,Mailed,Basic,No
4640-UHDOS,Female,0,13,55.95,734.35,Electronic,Standard,Yes
4933-IKULF,Female,1,17,20.65,330.6,Mailed,Basic,No
3583-EKAPL,Male,0,1,55.0,55.0,Electronic,Standard,Yes
1304-BCCFO,Male,0,9,70.05,564.4,Mailed,Standard,No
4104-PVRPS,Male,0,24,53.6,1315.35,Mailed,Standard,No
9399-APLBT,Female,0,1,74.7,74.7,Electronic,Standard,Yes
2359-KMGLI,Male,0,24,80.25,1861.5,Electronic,Premium,Yes
3780-DDGSE,Male,1,35,76.05,2747.2,Electronic,Standard,No
4431-EDMIQ,Female,0,7,75.7,554.05,Electronic,Standard,No
0306-JAELE,Male,0,5,96.1,453.4,Electronic,Premium,Yes
6227-HWPWX,Female,0,15,69.0,994.8,Bank Transfer,Standard,Yes
0486-LGCCH,Male,0,11,19.65,225.75,Mailed,Basic,No
0447-BEMNG,Female,0,48,45.3,2145.0,Bank Transfer,Basic,Yes
4612-SSVHJ,Female,1,20,81.45,1671.6,Electronic,Premium,No
5168-MQQCA,Female,0,72,108.5,8003.8,Bank Transfer,Premium,No
5949-XIKAE,Female,0,8,83.55,680.05,Electronic,Premium,Yes
7971-HLVXI,Male,0,72,84.5,6130.85,Credit Card,Premium,No
9094-AZPHK,Female,0,15,100.15,1415.0,Electronic,Premium,No
3649-JPUGY,Male,0,72,88.6,6201.95,Bank Transfer,Premium,No
4472-LVYGI,Female,0,0,52.55,0.0,Bank Transfer,Standard,No
8372-JUXUI,Male,0,1,74.35,74.35,Electronic,Standard,Yes
3552-CTCYF,Male,0,63,104.8,6597.25,Bank Transfer,Premium,No
6778-YSNIH,Female,0,2,59.0,114.15,Electronic,Standard,No
0388-EOPEX,Female,0,2,74.4,139.4,Electronic,Standard,Yes
5756-OZRIO,Male,1,61,64.05,3902.6,Bank Transfer,Standard,No
6579-JPICP,Male,0,1,20.4,20.4,Mailed,Basic,No
8205-OTCHB,Male,0,22,43.75,903.6,Bank Transfer,Basic,Yes
4134-BSXLX,Male,0,28,60.9,1785.65,Mailed,Standard,No
0505-SPOOW,Female,0,70,19.8,1397.65,Bank Transfer,Basic,No
6235-VDHOM,Female,1,5,28.45,131.05,Electronic,Basic,Yes
7783-YKGDV,Female,0,12,99.7,1238.45,Bank Transfer,Premium,Yes
4374-YMUSQ,Male,0,34,116.25,3899.05,Credit Card,Premium,No
4513-CXYIX,Female,1,71,80.7,5676.0,Credit Card,Premium,No
3957-HHLMR,Female,0,70,65.2,4543.15,Bank Transfer,Standard,No
7803-XOCCZ,Female,0,52,84.05,4326.8,Bank Transfer,Premium,No
5736-YEJAX,Male,0,69,79.45,5502.55,Credit Card,Standard,No
5609-CEBID,Female,1,20,94.1,1782.4,Electronic,Premium,Yes
8981-FJGLA,Male,0,11,78.0,851.8,Mailed,Standard,No
7218-HKQFK,Male,0,2,94.2,167.5,Electronic,Premium,Yes
4636-QRJKY,Female,0,6,80.5,502.85,Electronic,Premium,Yes
1135-LMECX,Female,0,1,19.85,19.85,Mailed,Basic,No
4332-MUOEZ,Male,1,20,94.3,1818.3,Credit Card,Premium,No
8535-SFUTN,Male,0,61,106.45,6300.15,Electronic,Premium,No
5956-VKDTT,Female,1,5,74.35,334.8,Electronic,Standard,Yes
8677-HDZEE,Female,0,56,105.45,5916.95,Bank Transfer,Premium,No
2475-MROZF,Male,0,30,95.0,2852.4,Credit Card,Premium,No
9412-GHEEC,Male,0,40,104.8,4131.95,Bank Transfer,Premium,Yes
3482-ABPKK,Female,0,28,54.3,1546.3,Mailed,Standard,No
6705-LXORM,Female,1,5,70.05,302.6,Electronic,Standard,No
0257-ZESQC,Female,1,27,75.2,1929.35,Bank Transfer,Standard,Yes
7531-GQHME,Male,0,12,20.05,265.45,Credit Card,Basic,No
5174-ITUMV,Male,0,67,105.4,6989.45,Electronic,Premium,No
4109-CYRBD,Male,1,29,51.6,1442.0,Electronic,Standard,No
0913-XWSCN,Male,0,55,85.5,4713.4,Bank Transfer,Premium,No
6825-UYPFK,Female,0,23,75.6,1758.6,Bank Transfer,Standard,Yes
8397-MVTAZ,Male,0,34,100.05,3480.0,Electronic,Premium,Yes
0750-EBAIU,Male,0,52,91.25,4738.3,Electronic,Premium,No
8606-CIQUL,Male,1,72,115.75,8399.15,Credit Card,Premium,No
3571-DPYUH,Male,0,58,94.7,5430.35,Credit Card,Premium,No
7601-GNDYK,Male,0,35,19.6,686.95,Mailed,Basic,No
0356-OBMAC,Female,1,56,99.9,5706.3,Bank Transfer,Premium,No
8067-NIOYM,Female,0,24,21.1,490.65,Credit Card,Basic,No
1403-GYAFU,Male,0,70,20.05,1360.25,Credit Card,Basic,No
4234-XTNEA,Male,0,2,79.95,174.45,Electronic,Standard,No
1297-VQDRP,Male,1,68,107.15,7379.8,Credit Card,Premium,No
9282-IZGQK,Female,0,1,85.0,85.0,Electronic,Premium,Yes
5348-CAGXB,Male,0,12,89.55,1021.75,Electronic,Premium,No
0621-HJWXJ,Female,0,63,81.55,5029.05,Bank Transfer,Premium,No
5844-QVTAT,Female,0,33,58.45,1955.4,Mailed,Standard,No
8905-IAZPF,Female,0,69,95.65,6744.2,Credit Card,Premium,No
5394-MEITZ,Female,0,60,80.6,4946.7,Bank Transfer,Premium,No
6859-QNXIQ,Female,0,72,113.1,8248.5,Bank Transfer,Premium,No
2782-LFZVW,Female,0,11,58.95,601.6,Mailed,Standard,No
2866-IKBTM,Female,0,1,19.55,19.55,Mailed,Basic,No
1342-JPNKI,Male,0,10,86.05,834.1,Bank Transfer,Premium,Yes
2817-NTQDO,Male,0,13,45.55,597.0,Credit Card,Basic,Yes
7129-AZJDE,Male,0,34,78.95,2647.2,Bank Transfer,Standard,No
6986-IJDHX,Male,0,39,86.3,3266.0,Mailed,Premium,Yes
2560-PPCHE,Female,0,65,105.05,6744.25,Bank Transfer,Premium,No
4676-MQUEA,Male,1,50,101.9,5265.5,Bank Transfer,Premium,No
8138-EALND,Male,0,15,19.75,311.6,Mailed,Basic,No
3580-HYCSP,Male,0,72,110.3,7966.9,Bank Transfer,Premium,No
1352-HNSAW,Female,0,72,115.6,8220.4,Bank Transfer,Premium,No
2075-PUEPR,Male,0,55,19.35,1153.25,Bank Transfer,Basic,No
1982-FEBTD,Female,0,23,25.6,514.75,Credit Card,Basic,No
5301-GAUUY,Male,0,32,80.35,2596.15,Bank Transfer,Premium,Yes
5791-KAJFD,Female,0,56,68.75,3808.0,Bank Transfer,Standard,No
2654-VBVPB,Female,0,1,19.9,19.9,Bank Transfer,Basic,No
1154-HYWWO,Male,0,38,70.6,2708.2,Mailed,Standard,No
2501-XWWTZ,Male,0,11,70.2,760.05,Electronic,Standard,No
3716-UVSPD,Male,0,1,49.3,49.3,Electronic,Basic,No
6815-ABQFQ,Male,0,56,107.25,6033.3,Electronic,Premium,No
7343-EOBEU,Male,0,3,23.6,89.05,Mailed,Basic,No
3701-SFMUH,Male,0,7,69.7,516.15,Credit Card,Standard,No
6103-LIANB,Male,0,59,99.5,5861.75,Credit Card,Premium,No
7319-VENRZ,Male,0,7,64.3,445.95,Bank Transfer,Standard,No
5846-NEQVZ,Male,0,71,70.85,4973.4,Credit Card,Standard,No
6967-QIQRV,Male,0,15,101.9,1667.25,Electronic,Premium,No
5781-RFZRP,Male,0,71,73.5,5357.75,Credit Card,Standard,No
0939-YAPAF,Female,0,35,100.25,3527.6,Electronic,Premium,Yes
0308-IVGOK,Female,0,11,40.4,422.6,Credit Card,Basic,No
7293-LSCDV,Female,0,60,19.25,1103.25,Credit Card,Basic,No
7025-WCBNE,Male,1,47,59.6,2754.0,Bank Transfer,Standard,No
5756-JYOJT,Female,0,11,64.9,697.25,Credit Card,Standard,No
4710-FDUIZ,Male,0,56,100.3,5614.45,Credit Card,Premium,Yes
6030-REHUX,Female,1,28,110.85,3204.4,Electronic,Premium,No
9548-LIGTA,Male,0,61,81.05,4747.65,Mailed,Premium,No
5150-LJNSR,Male,0,31,98.05,3082.1,Bank Transfer,Premium,No
8270-RKSAP,Male,0,9,70.5,597.9,Electronic,Standard,No
6522-YRBXD,Male,1,35,94.55,3365.4,Electronic,Premium,No
2640-LYMOV,Male,0,2,19.65,38.8,Mailed,Basic,No
1218-VKFPE,Female,0,12,19.0,233.55,Mailed,Basic,Yes
3627-FHKBK,Female,0,1,75.3,75.3,Mailed,Standard,Yes
2865-TCHJW,Female,1,4,89.2,346.2,Electronic,Premium,Yes
1423-BMPBQ,Female,0,1,19.0,19.0,Mailed,Basic,No
2393-DIVAI,Female,0,3,20.0,61.7,Mailed,Basic,No
5192-EBGOV,Female,1,1,85.7,85.7,Electronic,Premium,Yes
4568-KNYWR,Male,0,52,63.25,3342.45,Credit Card,Standard,No
8752-IMQOS,Male,0,5,20.1,85.1,Mailed,Basic,No
0742-LAFQK,Male,0,72,99.15,7422.1,Electronic,Premium,No
0795-LAFGP,Male,0,71,90.4,6668.05,Electronic,Premium,No
0619-OLYUR,Male,0,72,111.9,8071.05,Credit Card,Premium,No
5512-IDZEI,Male,0,46,24.9,1174.8,Electronic,Basic,No
0459-SPZHJ,Male,0,63,83.5,5435.0,Credit Card,Premium,No
0215-BQKGS,Male,0,30,84.3,2438.6,Credit Card,Premium,No
9244-ZVAPM,Male,0,1,45.6,45.6,Mailed,Basic,No
0719-SYFRB,Female,0,12,61.65,713.75,Mailed,Standard,Yes
8208-EUMTE,Male,0,16,54.85,916.15,Mailed,Standard,No
5172-MIGPM,Male,0,4,65.55,237.2,Mailed,Standard,No
1710-RCXUS,Male,0,51,90.35,4614.55,Credit Card,Premium,No
0374-FIUCA,Male,0,65,20.4,1414.45,Credit Card,Basic,No
5839-SUYVZ,Male,0,16,74.55,1170.5,Credit Card,Standard,No
5173-ZXXXL,Male,0,2,19.95,47.7,Mailed,Basic,No
1096-ADRUX,Female,0,66,74.25,4859.25,Bank Transfer,Standard,No
2001-MCUUW,Male,0,46,108.65,4903.2,Electronic,Premium,No
2731-GJRDG,Female,0,32,109.55,3608.0,Bank Transfer,Premium,No
4723-BEGSG,Male,0,72,86.65,6094.25,Credit Card,Premium,No
6516-NKQBO,Male,0,38,81.0,3084.9,Credit Card,Premium,No
8672-OAUPW,Male,0,51,47.85,2356.75,Credit Card,Basic,No
8207-DMRVL,Male,0,72,114.55,8306.05,Bank Transfer,Premium,No
3419-SNJJD,Female,1,65,105.25,6786.4,Bank Transfer,Premium,Yes
6543-CPZMK,Male,0,9,29.95,248.95,Electronic,Basic,Yes
4765-OXPPD,Female,0,9,65.0,663.05,Mailed,Standard,Yes
2804-ETQDK,Male,0,66,20.55,1357.1,Mailed,Basic,No
6689-VRRTK,Female,1,44,109.8,4860.35,Credit Card,Premium,No
7138-GIRSH,Male,0,50,69.5,3418.2,Bank Transfer,Standard,No
9396-ZSFLL,Female,0,15,48.85,631.4,Mailed,Basic,No
6464-KEXXH,Male,0,8,25.25,186.3,Credit Card,Basic,No
7134-MJPDY,Female,1,66,102.85,6976.75,Credit Card,Premium,No
5240-CAOYT,Female,0,57,87.55,4884.85,Bank Transfer,Premium,No
4059-IIEBK,Female,0,7,78.55,522.95,Bank Transfer,Standard,No
4881-JVQOD,Male,1,10,34.55,362.6,Bank Transfer,Basic,No
0516-UXRMT,Female,0,62,92.05,5755.8,Electronic,Premium,No
4851-BQDNX,Male,0,40,85.05,3355.65,Electronic,Premium,No
5148-HKFIR,Female,0,20,19.7,406.95,Mailed,Basic,No
1009-IRMNA,Female,0,7,20.0,137.6,Bank Transfer,Basic,Yes
3003-CMDUU,Female,0,25,95.15,2395.7,Electronic,Premium,No
5016-IBERQ,Male,0,23,84.25,1968.1,Electronic,Premium,No
6797-UCJHZ,Female,1,66,104.6,6819.45,Credit Card,Premium,No
2469-DTSGX,Female,1,72,111.65,7943.45,Electronic,Premium,No
4554-YGZIH,Male,1,49,90.05,4547.25,Credit Card,Premium,Yes
5099-BAILX,Male,1,43,110.75,4687.9,Bank Transfer,Premium,Yes
9931-KGHOA,Female,0,46,55.0,2473.95,Bank Transfer,Standard,No
1775-KWJKQ,Male,0,72,89.85,6562.9,Credit Card,Premium,No
7665-VIGUD,Male,0,10,20.35,176.3,Mailed,Basic,No
9411-TPQQV,Female,0,40,54.55,2236.2,Bank Transfer,Standard,No
7207-RMRDB,Female,0,65,105.5,6985.65,Electronic,Premium,Yes
7954-MLBUN,Male,0,31,99.45,3109.9,Bank Transfer,Premium,No
2077-DDHJK,Female,0,68,70.9,4911.35,Credit Card,Standard,No
4913-EHYUI,Male,1,56,104.55,5794.65,Bank Transfer,Premium,Yes
0195-IESCP,Male,0,10,85.25,855.3,Electronic,Premium,Yes
9574-BOSMD,Male,0,68,25.4,1620.2,Bank Transfer,Basic,No
4580-TMHJU,Female,0,43,56.15,2499.3,Electronic,Standard,Yes
0970-ETWGE,Male,0,1,89.55,89.55,Electronic,Premium,Yes
4908-XAXAY,Female,1,49,89.85,4287.2,Bank Transfer,Premium,No
8404-VLQFB,Female,0,15,25.25,394.85,Electronic,Basic,No
1626-ERCMM,Male,1,20,94.55,1899.65,Electronic,Premium,Yes
0887-HJGAR,Male,0,1,45.7,45.7,Mailed,Basic,Yes
2391-IPLOP,Male,0,50,69.65,3442.15,Electronic,Standard,No
5644-PDMZC,Female,1,2,89.5,161.5,Electronic,Premium,Yes
3509-GWQGF,Male,1,24,70.0,1732.6,Credit Card,Standard,No
9576-ANLXO,Female,0,3,69.55,222.3,Bank Transfer,Standard,Yes
2024-BASKD,Female,0,1,74.6,74.6,Mailed,Standard,Yes
5845-BZZIB,Male,0,35,20.1,655.3,Mailed,Basic,No
1140-UKVZG,Female,0,17,24.8,475.25,Mailed,Basic,No
4160-AMJTL,Female,1,8,19.65,164.3,Electronic,Basic,Yes
5183-SNMJQ,Male,0,10,95.1,865.1,Credit Card,Premium,No
8100-PNJMH,Male,0,68,88.85,6132.7,Credit Card,Premium,No
7838-LAZFO,Male,0,45,78.8,3597.5,Bank Transfer,Standard,No
4464-JCOLN,Male,0,2,19.85,35.9,Mailed,Basic,Yes
2085-JVGAD,Male,0,37,20.35,697.65,Bank Transfer,Basic,No
5650-VDUDS,Female,0,4,24.25,96.05,Mailed,Basic,Yes
8095-WANWK,Female,0,10,45.25,428.7,Mailed,Basic,No
3030-ZKIWL,Male,0,1,20.05,20.05,Mailed,Basic,No
9565-FLVCG,Male,0,65,69.55,4459.15,Mailed,Standard,No
8755-OGKNA,Female,0,57,19.5,1167.6,Bank Transfer,Basic,No
2800-VEQXM,Female,0,3,74.75,238.1,Mailed,Standard,No
7538-GWHML,Female,0,2,69.65,145.15,Electronic,Standard,Yes
5533-RJFTJ,Male,0,49,30.2,1453.1,Bank Transfer,Basic,No
3859-CVCET,Female,0,4,45.65,191.05,Mailed,Basic,Yes
0214-JHPFW,Female,0,70,57.8,4039.3,Bank Transfer,Standard,No
5642-MHDQT,Female,0,53,19.85,1039.45,Bank Transfer,Basic,No
3088-FVYWK,Male,0,53,25.55,1336.1,Credit Card,Basic,No
3276-HDUEG,Female,0,1,75.05,75.05,Mailed,Standard,Yes
9092-GDZKO,Male,0,22,24.85,493.4,Credit Card,Basic,No
0823-HSCDJ,Male,1,52,49.15,2550.9,Electronic,Basic,Yes
3729-OWRVL,Male,1,65,110.35,7246.15,Electronic,Premium,No
2324-AALNO,Female,0,48,24.55,1203.95,Bank Transfer,Basic,No
0822-GAVAP,Female,0,2,34.7,62.25,Electronic,Basic,Yes
5760-IFJOZ,Male,0,3,107.95,313.6,Mailed,Premium,No
2826-UWHIS,Male,0,45,81.4,3775.85,Bank Transfer,Premium,No
1448-PWKYE,Male,0,1,80.0,80.0,Electronic,Premium,Yes
7501-IWUNG,Female,0,61,73.8,4616.05,Bank Transfer,Standard,No
4957-TREIR,Male,0,3,64.4,195.65,Credit Card,Standard,No
7251-LJBQN,Female,1,40,103.75,4188.4,Credit Card,Premium,No
8040-MNRTF,Female,0,1,71.1,71.1,Mailed,Standard,No
1536-HBSWP,Female,0,1,49.9,49.9,Electronic,Basic,No
5313-FPXWG,Male,0,51,24.6,1266.4,Bank Transfer,Basic,No
0067-DKWBL,Male,1,2,49.25,91.1,Electronic,Basic,Yes
0946-FKYTX,Male,0,52,30.1,1623.4,Mailed,Basic,No
5076-YVXCM,Male,0,51,83.4,4149.45,Bank Transfer,Premium,No
8262-COGGB,Male,0,1,20.45,20.45,Mailed,Basic,No
6663-JOCQO,Male,0,31,75.25,2344.5,Bank Transfer,Standard,No
9620-QJREV,Male,0,47,20.55,1013.05,Credit Card,Basic,No
2276-YDAVZ,Female,0,3,75.1,270.7,Credit Card,Standard,Yes
2682-KEVRP,Female,1,22,20.05,417.0,Mailed,Basic,No
2480-JZOSN,Female,0,1,20.65,20.65,Mailed,Basic,No
0078-XZMHT,Male,0,72,85.15,6316.2,Bank Transfer,Premium,No
5896-NPFWW,Male,0,3,50.15,168.15,Electronic,Standard,Yes
9978-HYCIN,Male,1,47,84.95,4018.05,Bank Transfer,Premium,No
8338-QIUNR,Male,0,72,66.5,4811.6,Credit Card,Standard,No
1525-LNLOJ,Male,0,66,63.3,4189.7,Bank Transfer,Standard,No
9450-TRJUU,Male,0,35,83.15,2848.45,Electronic,Premium,No
1766-GKNMI,Male,0,29,84.9,2516.2,Electronic,Premium,No
6942-LBFDP,Female,0,2,20.55,33.6,Mailed,Basic,No
1456-TWCGB,Male,0,4,49.25,208.45,Mailed,Basic,No
7133-VBDCG,Female,0,25,79.85,2015.35,Bank Transfer,Standard,Yes
7596-ZYWBB,Female,0,65,59.6,3739.8,Mailed,Standard,No
8329-UTMVM,Male,1,27,104.65,2964.0,Bank Transfer,Premium,No
3014-WJKSM,Male,0,29,75.3,2263.4,Credit Card,Standard,No
3347-YJZZE,Male,0,29,80.1,2211.8,Credit Card,Premium,No
1029-QFBEN,Male,0,1,19.55,19.55,Mailed,Basic,Yes
7929-DMBCV,Female,0,20,81.0,1683.7,Mailed,Premium,No
9661-JALZV,Female,0,58,24.7,1519.0,Credit Card,Basic,No
5433-KYGHE,Female,0,14,86.0,1164.05,Mailed,Premium,No
4312-KFRXN,Male,0,72,25.4,1710.9,Mailed,Basic,No
5575-TPIZQ,Male,0,46,89.15,4245.55,Credit Card,Premium,No
0114-IGABW,Female,0,71,58.25,4145.9,Bank Transfer,Standard,No
9944-AEXBM,Male,0,32,85.65,2664.3,Bank Transfer,Premium,No
1853-ARAAQ,Female,0,26,50.35,1277.5,Credit Card,Standard,No
6952-OMNWB,Male,1,68,80.35,5589.3,Credit Card,Premium,No
4697-LUPSU,Male,0,2,20.2,34.75,Mailed,Basic,No
8434-VGEQQ,Male,0,61,20.55,1305.95,Credit Card,Basic,No
4952-YSOGZ,Female,0,4,85.95,381.3,Electronic,Premium,Yes
1589-AGTLK,Male,0,3,45.35,141.5,Electronic,Basic,Yes
5244-IRFIH,Male,1,33,94.5,3105.55,Electronic,Premium,Yes
6549-YMFAW,Male,1,9,21.25,204.55,Mailed,Basic,No
4950-HKQTE,Female,0,22,26.25,605.9,Mailed,Basic,No
6786-OBWQR,Female,0,5,80.85,356.1,Electronic,Premium,No
2684-EIWEO,Female,1,30,91.7,2758.15,Credit Card,Premium,Yes
2753-JMMCV,Male,0,65,74.2,4805.65,Credit Card,Standard,No
6439-GTPCA,Female,0,45,87.25,3941.7,Electronic,Premium,Yes
6621-YOBKI,Male,0,5,20.35,92.75,Mailed,Basic,No
1216-JWVUX,Male,0,25,75.5,1901.05,Electronic,Standard,No
7564-GHCVB,Female,0,72,79.05,5730.7,Bank Transfer,Standard,No
1173-NOEYG,Female,0,27,90.15,2423.4,Bank Transfer,Premium,No
7595-EHCDL,Male,0,32,50.6,1653.45,Credit Card,Standard,No
6647-ZEDXT,Female,0,30,110.45,3327.05,Credit Card,Premium,No
2521-NPUZR,Male,0,70,101.0,7085.5,Credit Card,Premium,No
1307-TVUFB,Male,1,42,79.35,3344.1,Bank Transfer,Standard,No
7503-MIOGA,Female,1,72,89.85,6697.35,Bank Transfer,Premium,No
4381-MHQDC,Female,0,47,65.0,2879.9,Mailed,Standard,No
6923-JHPMP,Female,0,2,80.45,137.1,Electronic,Premium,No
5138-WVKYJ,Male,0,10,98.55,1008.55,Electronic,Premium,Yes
4018-PPNDW,Female,0,61,24.1,1551.6,Mailed,Basic,No
1635-FJFCC,Female,0,5,44.05,202.15,Credit Card,Basic,No
2499-AJYUA,Female,1,72,110.8,7882.25,Credit Card,Premium,No
6919-ELBGL,Male,1,72,114.95,8196.4,Bank Transfer,Premium,No
3966-HRMZA,Female,1,3,75.05,202.9,Mailed,Standard,No
6425-JWTDV,Male,0,48,19.25,855.1,Mailed,Basic,No
8405-IGQFX,Female,0,63,90.05,5817.0,Credit Card,Premium,No
